Zone	Addresse	Nom	Nb affiches	Dernier Collage	DÇcollÇ?	Nom ItinÇraire	Pos ItinÇraire	CoordonnÇes	Officiel
Angoulàme	3 Rue Saint-Vincent de Paul, 16000 Angoulàme	St Vincent de Paul	8	05/06/2022 19:16:34	FALSE	E	3	45.6482841,0.1202347	FALSE
L'isle D'espagnac	32 Rue Denis Papin, 16340 L'Isle-d'Espagnac	Papin	2	02/06/2022 21:40:59	FALSE	B	2	45.658723, 0.190853	FALSE
Angoulàme	159 Rue Jules Durandeau, 16000 Angoulàme	Jules Durandeau	8	05/06/2022 18:22:09	FALSE	D	4	45.663715,0.151748	FALSE
Angoulàme	72 Rue de Beaulieu, 16000 Angoulàme	Beaulieu	4	26/05/2022 19:29:42	FALSE	D	8	45.650599, 0.148989	FALSE
Angoulàme	17 Rue Gontran Labregere, 16000 Angoulàme	Labregere	4	05/06/2022 18:28:24	FALSE	D	5	45.6618164,0.1449709	FALSE
Angoulàme	2 Rue Pierre Brossolette, 16000 Angoulàme	Rue de Limoges	6	05/06/2022 18:12:45	FALSE	B	3	45.659184, 0.175206	FALSE
RUELLE	22 Pl. du Champ de Mars, 16600 Ruelle-sur-Touvre	Pl. du Champ de Mars	8	05/06/2022 17:27:30	FALSE	B	1	45.6781634,0.2286951	FALSE
Angoulàme	19 Rue de la Cigogne, 16000 Angoulàme	La Cigogne	2	26/05/2022 20:33:56	FALSE	D	1	45.636789, 0.180832	FALSE
Angoulàme	65 Rue de la Loire, 16000 Angoulàme	Saint-Gelais	4	29/05/2022 16:47:04	FALSE	C	5	45.645174, 0.162315	FALSE
Angoulàme	12 Rue de la Belle AllÇe du Petit Fresquet, 16000 Angoulàme	Petit Fresquet	8	26/05/2022 20:32:16	FALSE	C	4	45.639137, 0.171845	FALSE
Soyaux	18B Rue du Dr Fernand Lamaze, 16800 Soyaux	Fernand Lamaze	3	26/05/2022 20:45:30	FALSE	C	2	45.642588, 0.182261	FALSE
Soyaux	12 Av. du Petureau, 16800 Soyaux	Av. du Petureau	6	26/05/2022 20:33:59	FALSE	C	1	45.638872,0.193528	FALSE
Angoulàme	143 Rue de Montmoreau, 16000 Angoulàme	Montmoreau	4	22/04/2022 23:33:07	FALSE	C	6	45.641484, 0.157106	FALSE
Angoulàme	Rue Pierre Aumaitre, 16000 Angoulàme	Pierre Aumaitre	1	05/06/2022 19:09:56	FALSE	E	1	45.649403, 0.129630	FALSE
Angoulàme	Rue Emile Peyronnet, 16000 Angoulàme	Emile Peyronnet	1	05/06/2022 19:29:16	TRUE	E	2	45.6493499,0.1133838	FALSE
Angoulàme	Rue ThÇodore Botrel, 16006 Angoulàme	ThÇodore Botrel		31/05/2022 23:35:32	FALSE	B	6	45.653627, 0.168985	FALSE
Angoulàme	Rue Paul Mairat, 16006 Angoulàme	Paul Mairat		12/04/2022 22:48:42	FALSE	B	4	45.656128, 0.173252	FALSE
Angoulàme	Rue Marguerite d'Angoulàme, 16006 Angoulàme	Marguerite d'Angoulàme		29/05/2022 16:03:16	FALSE	B	5	45.654789, 0.175617	FALSE
Angoulàme	Bd de la RÇpublique, 16006 Angoulàme	Boulevard de la RÇpublique	1	2022-02-18	TRUE	D	2	45.6511717,0.1702666	FALSE
Angoulàme	Rue Claude Bonnier, 16000 Angoulàme	Claude Bonnier		29/05/2022 17:17:47	FALSE	C	12	45.630673, 0.141080	FALSE
Angoulàme	Rue du Canada, 16000 Angoulàme	Canada		22/04/2022 23:30:06	FALSE	C	8	45.639391,0.1532643	FALSE
Angoulàme	Bd Jacques Monod, 16000 Angoulàme	Boulevard Jacques Monod		29/05/2022 17:10:57	FALSE	C	11	45.631771, 0.155872	FALSE
Angoulàme	Av. de Navarre, Angoulàme	Avenue de Navarre		2022-02-18	TRUE	C	9	45.6279867,0.1535572	FALSE
Vindelle	Rue du Champ de Foire, 16430 Vindelle	Champ de Foire	6	2022-02-18	FALSE	Undefined		45.7212551,0.1214022	FALSE
La Couronne	Rue du 19 Mars 1962, 16400 La Couronne	Rue du 19 mars 1962	1	28/05/2022 08:52:46	FALSE	A	3	45.610699, 0.099944	FALSE
La Couronne	Pl. du 14 Juillet, 16400 La Couronne	Place du 14 Juillet	1	28/05/2022 08:52:48	FALSE	A	4	45.609268, 0.097255	FALSE
La Couronne	16400 La Couronne, France	Chez Dion	1	26/04/2022 18:49:52	FALSE	A	9	45.613118, 0.071743	FALSE
La Couronne	16400 La Couronne, France	Les Barrets	1	03/05/2022 21:16:13	FALSE	A	10	45.611885, 0.086179	FALSE
La Couronne	Le Grand Maine, 16400 La Couronne	Le Grand Maine	1	11/03/2022 20:44:16	FALSE	E	7	45.623605, 0.076695	FALSE
La Couronne	Le Chalumeau, 16400 La Couronne	Le Chalumeau	1	2022-02-18	FALSE	E	6	45.63863,0.098044	FALSE
La Couronne	16400 La Couronne, France	Le Mas		11/03/2022 20:49:37	FALSE	E	8	45.625329, 0.096012	FALSE
La Couronne	Breuty, 16400 La Couronne	Breuty	1	28/05/2022 09:38:01	FALSE	E	9	45.618849, 0.116854	FALSE
La Couronne	16400 La Couronne, France	Les SÇverins	1	28/05/2022 09:18:34	FALSE	A	1	45.605532,0.119567	FALSE
La Couronne	La Contrie, 16400 La Couronne	La Contrie	1	28/05/2022 09:03:08	FALSE	A	6	45.601212, 0.102029	FALSE
La Couronne	16400 La Couronne, France	La MontÇe	1	11/03/2022 20:28:23	TRUE	A	8	45.605919,0.084159	FALSE
La Couronne	All. des Sports, 16400 La Couronne	AllÇe des Sports	1	28/05/2022 08:57:45	FALSE	A	7	45.601337, 0.095358	FALSE
La Couronne	Rte de Libourne, 16400 La Couronne	Route de Libourne	6	28/05/2022 09:25:31	FALSE	C	13	45.609314, 0.151313	FALSE
SAINT-MICHEL	Rue des Poätes, 16470 Saint-Michel	Rue des Poätes	4	22/04/2022 22:28:47	FALSE	E	4	45.649538, 0.108597	FALSE
SAINT-MICHEL	Rue des Peupliers, 16470 Saint-Michel	Rue des Peupliers	1	22/04/2022 22:15:46	FALSE	E	5	45.639829, 0.100839	FALSE
SAINT-MICHEL	11 Bd de Bretagne, 16470 Saint-Michel	Club Sportif Saint Michel	1	22/04/2022 22:04:18	FALSE	E	11	45.634911, 0.114101	FALSE
Angoulàme	Rue Paul Mairat, 16006 Angoulàme, France	Bus Mairat	2	29/05/2022 15:57:09	FALSE		1	45.656045, 0.173206	FALSE
La Couronne	Place de la Mairie			28/05/2022 08:52:42	FALSE	Officiel La Couronne		45.608763, 0.101210	FALSE
Cloulas		Cloulas libre	3	21/04/2022 19:18:28	FALSE			45.549150, 0.312090	FALSE
Saint-Michel		Les Sicauds			FALSE			45.640750, 0.101436	FALSE
Nersac		La Meure		26/04/2022 18:51:40	FALSE			45.633124, 0.047295	FALSE
La Couronne		Pont Neuf		28/05/2022 09:18:38	FALSE			45.600240, 0.139000	FALSE
Les Poätes 1			2		FALSE			45.648026, 0.108503	FALSE
Nersac		Rue Angoulàme / Fontenelles		26/04/2022 19:29:11	FALSE			45.625267, 0.058265	FALSE
La Couronne		Hippodrome	4	28/05/2022 09:30:43	FALSE			45.617981, 0.137653	FALSE
Mlornac			1	02/06/2022 22:15:34	FALSE			45.699617, 0.270970	FALSE
Angoulàme		Rue de la Loire	4	29/05/2022 16:54:51	FALSE			45.641578, 0.157275	FALSE
